date,open,high,low,close,volume,adjclose,sentiment_nltk
4/5/2018,43.145,43.557499,43.02,43.200001,107732800,40.964813,1
4/6/2018,42.7425,43.119999,42.049999,42.095001,140021200,39.916988,1
4/9/2018,42.470001,43.272499,42.462502,42.512501,116070800,40.312889,1
4/10/2018,43.25,43.5,42.8825,43.3125,113634400,41.071499,1
4/12/2018,43.352501,43.75,43.259998,43.535,91557200,41.282482,1
4/13/2018,43.695,43.959999,43.462502,43.682499,100497200,41.42234,1
4/16/2018,43.7575,44.047501,43.7075,43.955002,86313600,41.680756,1
4/17/2018,44.122501,44.735001,44.102501,44.560001,106421600,42.254448,1
4/18/2018,44.452499,44.705002,44.220001,44.459999,83018000,42.159626,0
4/19/2018,43.439999,43.8475,43.165001,43.200001,139235200,40.964813,1
4/20/2018,42.650002,42.805,41.357498,41.43,261964400,39.286388,1
4/23/2018,41.7075,41.73,41.022499,41.310001,146062000,39.1726,1
4/24/2018,41.4175,41.5825,40.305,40.735001,134768000,38.627346,1
4/25/2018,40.654999,41.355,40.602501,40.912498,113528400,38.795658,1
4/26/2018,41.029999,41.432499,40.842499,41.055,111852000,38.93079,1
4/27/2018,41,41.0825,40.157501,40.580002,142623200,38.480373,1
4/30/2018,40.532501,41.814999,40.459999,41.314999,169709600,39.177341,1
5/1/2018,41.602501,42.299999,41.317501,42.275002,214277600,40.087677,1
5/2/2018,43.807499,44.4375,43.450001,44.142502,266157600,41.858555,1
5/3/2018,43.970001,44.375,43.610001,44.2225,136272800,41.934418,1
5/4/2018,44.5625,46.0625,44.5425,45.9575,224805200,43.579636,1
5/7/2018,46.294998,46.9175,46.1875,46.290001,169805600,43.894932,1
5/9/2018,46.637501,46.849998,46.305,46.84,92844800,44.416477,1
5/10/2018,46.935001,47.592499,46.912498,47.509998,111957200,45.051819,1
5/11/2018,47.372501,47.514999,46.862499,47.147499,104848800,44.880463,1
5/14/2018,47.252499,47.3825,46.965,47.037498,83115200,44.775753,1
5/15/2018,46.695,46.767502,46.275002,46.610001,94780800,44.368809,1
5/16/2018,46.517502,47.115002,46.5,47.044998,76732400,44.782898,1
5/17/2018,47,47.227501,46.59,46.747501,69176000,44.499695,1
5/18/2018,46.797501,46.952499,46.532501,46.577499,73190800,44.337868,1
5/21/2018,47,47.317501,46.727501,46.907501,73603200,44.652016,1
5/22/2018,47.095001,47.220001,46.695,46.790001,60962800,44.540169,1
5/23/2018,46.587502,47.125,46.439999,47.09,80233600,44.825729,1
5/24/2018,47.192501,47.209999,46.552502,47.037498,92936000,44.775753,1
5/25/2018,47.057499,47.412498,46.912498,47.145,69844000,44.87809,1
5/29/2018,46.900002,47.1875,46.717499,46.974998,90056400,44.716263,1
5/30/2018,46.93,47,46.695,46.875,74762000,44.621063,1
5/31/2018,46.805,47.057499,46.535,46.717499,109931200,44.471146,1
6/4/2018,47.91,48.355,47.837502,47.9575,105064800,45.651524,1
6/6/2018,48.407501,48.52,47.98,48.494999,83734400,46.163174,1
6/7/2018,48.535,48.549999,48.084999,48.365002,85388800,46.039425,1
6/8/2018,47.7925,48,47.442501,47.924999,106627200,45.620571,1
6/11/2018,47.837502,47.9925,47.552502,47.807499,73234000,45.508728,1
6/12/2018,47.8475,48.1525,47.787498,48.07,67644400,45.758614,1
6/13/2018,48.105,48.220001,47.610001,47.674999,86553600,45.382599,1
6/14/2018,47.887501,47.892502,47.555,47.700001,86440400,45.406403,1
6/15/2018,47.5075,47.540001,47.064999,47.209999,246876800,44.939964,1
6/18/2018,46.970001,47.305,46.799999,47.185001,73939600,44.916176,1
6/19/2018,46.285,46.5825,45.862499,46.422501,134314000,44.190334,1
6/20/2018,46.587502,46.799999,46.432499,46.625,82514800,44.383087,1
6/21/2018,46.8125,47.087502,46.235001,46.365002,102847600,44.135586,-1
6/22/2018,46.529999,46.537498,46.174999,46.23,108801600,44.00708,0
6/25/2018,45.849998,46.23,45.182499,45.5425,126652400,43.35265,1
6/26/2018,45.747501,46.6325,45.634998,46.107498,98276800,43.890472,1
6/27/2018,46.307499,46.82,46.0075,46.040001,101141200,43.826214,1
6/28/2018,46.025002,46.552502,45.950001,46.375,69460800,44.145107,1
6/29/2018,46.572498,46.797501,45.727501,46.2775,90950800,44.052296,1
7/2/2018,45.955002,46.825001,45.855,46.794998,70925200,44.544922,1
7/3/2018,46.947498,46.987499,45.884998,45.98,55819200,43.769093,1
7/5/2018,46.314999,46.602501,46.07,46.349998,66416800,44.121323,1
7/6/2018,46.355,47.107498,46.299999,46.9925,69940800,44.732918,-1
7/9/2018,47.375,47.669998,47.325001,47.645,79026400,45.354046,1
7/11/2018,47.125,47.445,46.9025,46.970001,75326000,44.711498,-1
7/12/2018,47.3825,47.852501,47.327499,47.7575,72164400,45.461136,1
7/13/2018,47.77,47.959999,47.724998,47.8325,50055600,45.532528,0
7/16/2018,47.880001,48.162498,47.605,47.727501,60172400,45.432583,1
7/17/2018,47.4375,47.967499,47.299999,47.862499,62138000,45.561085,1
7/18/2018,47.945,47.950001,47.482498,47.599998,65573600,45.311207,1
7/19/2018,47.422501,48.137501,47.422501,47.970001,81147200,45.663422,1
7/20/2018,47.945,48.107498,47.5425,47.860001,82704800,45.558712,1
7/23/2018,47.669998,47.990002,47.389999,47.9025,63957600,45.599167,1
7/24/2018,48.112499,48.415001,48.012501,48.25,74791600,45.929955,1
7/25/2018,48.264999,48.712502,48.107498,48.705002,66839600,46.363079,1
7/26/2018,48.6525,48.990002,48.4025,48.552502,76304000,46.217918,1
7/27/2018,48.747501,48.797501,47.525002,47.744999,96096000,45.449226,1
7/30/2018,47.974998,48.049999,47.267502,47.477501,84118000,45.194603,1
7/31/2018,47.575001,48.035,47.334999,47.572498,157492000,45.28503,1
8/1/2018,49.782501,50.439999,49.327499,50.375,271742800,47.952774,1
8/2/2018,50.145,52.095001,50.087502,51.8475,249616000,49.354473,1
8/3/2018,51.7575,52.185001,51.369999,51.997501,133789600,49.497261,1
8/6/2018,52,52.3125,51.767502,52.267502,101701600,49.75428,1
8/8/2018,51.512501,51.952499,51.130001,51.8125,90102000,49.321144,1
8/10/2018,51.84,52.275002,51.6675,51.8825,98444800,49.560989,1
8/13/2018,52.327499,52.737499,51.924999,52.217499,103563600,49.881012,1
8/14/2018,52.540001,52.639999,52.064999,52.4375,82992000,50.091167,1
8/15/2018,52.305,52.685001,52.0825,52.560001,115230400,50.208183,1
8/16/2018,52.9375,53.452499,52.8675,53.330002,114001600,50.943733,1
8/17/2018,53.360001,54.487499,53.290001,54.395,141708000,51.961086,1
8/20/2018,54.525002,54.794998,53.7775,53.865002,121150800,51.454796,0
8/21/2018,54.200001,54.297501,53.5075,53.759998,104639200,51.354492,1
8/22/2018,53.525002,54.09,53.459999,53.762501,76072400,51.356888,1
8/23/2018,53.662498,54.262501,53.650002,53.872501,75532800,51.461952,1
8/24/2018,54.150002,54.224998,53.7775,54.040001,73905600,51.621956,-1
8/27/2018,54.287498,54.685001,54.0825,54.485001,82100400,52.04705,1
8/28/2018,54.752499,55.134998,54.73,54.924999,91107200,52.467365,1
8/29/2018,55.037498,55.872501,54.852501,55.744999,109019200,53.25066,1
8/30/2018,55.8125,57.064999,55.599998,56.2575,195175200,53.740246,1
8/31/2018,56.627499,57.217499,56.5,56.907501,173360400,54.361156,-1
9/4/2018,57.102501,57.294998,56.657501,57.09,109560400,54.535488,1
9/5/2018,57.247501,57.4175,56.275002,56.717499,133332000,54.179653,1
9/7/2018,55.462502,56.342499,55.177502,55.325001,150479200,52.849472,-1
9/10/2018,55.237499,55.462502,54.1175,54.5825,158066000,52.140186,1
9/11/2018,54.502499,56.075001,54.139999,55.962502,142996000,53.458435,1
9/13/2018,55.880001,57.087502,55.642502,56.602501,166825600,54.069801,1
9/14/2018,56.4375,56.709999,55.630001,55.959999,127997200,53.456047,1
9/17/2018,55.537498,55.737499,54.317501,54.470001,148780400,52.032719,1
9/18/2018,54.447498,55.462502,54.279999,54.560001,126286800,52.118702,1
9/19/2018,54.625,54.904999,53.825001,54.592499,108495200,52.149738,1
9/20/2018,55.060001,55.57,54.787498,55.0075,106435200,52.546165,1
9/21/2018,55.195,55.34,54.322498,54.415001,384986800,51.980186,-1
9/24/2018,54.205002,55.314999,54.157501,55.197498,110773600,52.727676,1
9/25/2018,54.9375,55.705002,54.924999,55.547501,98217600,53.062008,1
9/26/2018,55.25,55.9375,54.939999,55.105,95938800,52.639309,1
9/27/2018,55.955002,56.610001,55.884998,56.237499,120724800,53.721142,1
9/28/2018,56.197498,56.459999,56.005001,56.435001,91717600,53.909798,1
10/1/2018,56.987499,57.355,56.587502,56.814999,94403200,54.272793,1
10/4/2018,57.695,58.087502,56.682499,56.997501,128168000,54.447121,1
10/5/2018,56.990002,57.102501,55.145,56.072498,134322000,53.563515,1
10/8/2018,55.552502,56.200001,55.049999,55.942501,118655600,53.439331,1
10/9/2018,55.91,56.817501,55.5625,56.717499,107564000,54.179653,1
10/10/2018,56.365002,56.587502,54.012501,54.09,167962400,51.669724,1
10/12/2018,55.105,55.720001,54.209999,55.5275,161351600,53.0429,1
10/15/2018,55.290001,55.4575,54.317501,54.34,123164000,51.908535,0
10/16/2018,54.732498,55.747501,54.189999,55.537498,116736000,53.05246,1
10/17/2018,55.575001,55.66,54.834999,55.297501,91541600,52.823189,1
10/18/2018,54.465,54.935001,53.25,54.005001,130325200,51.588524,1
10/19/2018,54.514999,55.314999,54.357498,54.827499,132314800,52.374218,1
10/22/2018,54.947498,55.84,54.735001,55.162498,115168400,52.694233,1
10/23/2018,53.9575,55.8125,53.674999,55.682499,155071200,53.190968,1
10/24/2018,55.650002,56.057499,53.634998,53.772499,163702000,51.366428,1
10/25/2018,54.427502,55.345001,54.1875,54.950001,119423200,52.491234,1
10/26/2018,53.974998,55.047501,53.1675,54.075001,189033600,51.655403,-1
10/29/2018,54.797501,54.922501,51.522499,53.060001,183742000,50.685814,1
10/30/2018,52.787498,53.794998,52.317501,53.325001,146640000,50.938957,1
10/31/2018,54.220001,55.112499,54.154999,54.715,153435600,52.26675,1
11/1/2018,54.762501,55.59,54.202499,55.555,233292800,53.069176,1
11/5/2018,51.075001,51.0975,49.5425,50.397499,264654800,48.142441,1
11/6/2018,50.48,51.18,50.422501,50.942501,127531600,48.663055,1
11/7/2018,51.4925,52.514999,51.032501,52.487499,133697600,50.138924,1
11/9/2018,51.387501,51.502499,50.5625,51.1175,137463200,49.00061,1
11/12/2018,49.75,49.962502,48.447498,48.5425,204542000,46.532234,1
11/13/2018,47.907501,49.294998,47.862499,48.057499,187531600,46.067322,1
11/14/2018,48.474998,48.619999,46.482498,46.700001,243204000,44.766041,1
11/15/2018,47.0975,47.9925,46.724998,47.852501,185915200,45.870815,1
11/16/2018,47.625,48.7425,47.365002,48.3825,147713200,46.378872,1
11/19/2018,47.5,47.674999,46.247501,46.465,167701200,44.540771,1
11/20/2018,44.592499,45.3675,43.877499,44.244999,271300800,42.412704,1
11/21/2018,44.932499,45.067501,44.137501,44.195,124496800,42.36478,1
11/23/2018,43.735001,44.150002,43.025002,43.072498,94496000,41.288769,1
11/26/2018,43.560001,43.737499,42.564999,43.654999,179994000,41.847134,1
11/27/2018,42.877499,43.692501,42.720001,43.560001,165549600,41.756084,1
11/28/2018,44.182499,45.322498,43.732498,45.235001,184250000,43.361713,1
11/29/2018,45.665001,45.700001,44.424999,44.887501,167080000,43.028614,1
11/30/2018,45.072498,45.0825,44.2575,44.645,158126000,42.796154,1
12/3/2018,46.115002,46.235001,45.302502,46.205002,163210000,44.291546,1
12/4/2018,45.237499,45.5975,44.067501,44.172501,165377200,42.343212,1
12/6/2018,42.939999,43.695,42.605,43.68,172393600,41.871109,1
12/7/2018,43.372501,43.622501,42.075001,42.122501,169126400,40.378113,0
12/10/2018,41.25,42.522499,40.8325,42.400002,248104000,40.644115,-1
12/11/2018,42.915001,42.947498,41.75,42.157501,189126800,40.411667,1
12/12/2018,42.599998,42.98,42.255001,42.275002,142510800,40.524307,1
12/13/2018,42.622501,43.142502,42.387501,42.737499,127594400,40.967636,1
12/14/2018,42.25,42.27,41.32,41.369999,162814800,39.656769,1
12/17/2018,41.362499,42.087502,40.682499,40.985001,177151600,39.287712,1
12/18/2018,41.345001,41.8825,41.0975,41.517502,135366000,39.798157,1
12/19/2018,41.5,41.862499,39.772499,40.2225,196189200,38.556793,1
12/20/2018,40.099998,40.5275,38.825001,39.2075,259092000,37.583828,1
12/21/2018,39.215,39.540001,37.407501,37.682499,382978400,36.121975,1
12/24/2018,37.037498,37.887501,36.647499,36.7075,148676800,35.187363,1
12/26/2018,37.075001,39.307499,36.68,39.2925,234330000,37.665306,1
12/27/2018,38.959999,39.192501,37.517502,39.037498,212468400,37.420864,1
12/28/2018,39.375,39.630001,38.637501,39.057499,169165600,37.440048,1
12/31/2018,39.6325,39.84,39.119999,39.435001,140014000,37.801899,1
1/2/2019,38.7225,39.712502,38.557499,39.48,148158800,37.845036,1
1/3/2019,35.994999,36.43,35.5,35.547501,365248800,34.075394,1
1/4/2019,36.1325,37.137501,35.950001,37.064999,234428400,35.530048,1
1/7/2019,37.174999,37.2075,36.474998,36.982498,219111200,35.450966,1
1/8/2019,37.389999,37.955002,37.130001,37.6875,164101200,36.126774,1
1/10/2019,38.125,38.4925,37.715,38.450001,143122800,36.857689,1
1/11/2019,38.220001,38.424999,37.877499,38.072498,108092800,36.495827,1
1/14/2019,37.712502,37.817501,37.305,37.5,129756800,35.947033,0
1/15/2019,37.567501,38.3475,37.512501,38.267502,114843600,36.682755,1
1/16/2019,38.27,38.970001,38.25,38.735001,122278800,37.130898,1
1/17/2019,38.549999,39.415001,38.314999,38.965,119284800,37.351376,1
1/18/2019,39.375,39.470001,38.994999,39.205002,135004000,37.581421,1
1/22/2019,39.102501,39.182499,38.154999,38.325001,121576000,36.737873,1
1/23/2019,38.537498,38.785,37.924999,38.48,92522400,36.886467,1
1/24/2019,38.5275,38.619999,37.935001,38.174999,101766000,36.594082,1
1/25/2019,38.869999,39.532501,38.580002,39.439999,134142000,37.80669,1
1/28/2019,38.947498,39.0825,38.415001,39.075001,104768400,37.456814,1
1/29/2019,39.0625,39.532501,38.5275,38.669998,166348800,37.068577,1
1/30/2019,40.8125,41.537498,40.057499,41.3125,244439200,39.60165,1
1/31/2019,41.5275,42.25,41.139999,41.610001,162958400,39.886826,1
2/1/2019,41.740002,42.244999,41.482498,41.630001,130672400,39.905998,1
2/4/2019,41.852501,42.915001,41.82,42.8125,125982000,41.039539,1
2/5/2019,43.215,43.77,43.087502,43.544998,144406400,41.741688,1
2/7/2019,43.099998,43.485001,42.584999,42.735001,126966800,40.965248,1
2/8/2019,42.247501,42.665001,42.105,42.602501,95280000,41.013371,1
2/12/2019,42.525002,42.75,42.424999,42.7225,89134000,41.128902,1
2/13/2019,42.8475,43.119999,42.48,42.544998,89960800,40.958027,1
2/14/2019,42.427502,42.814999,42.345001,42.700001,87342800,41.107243,1
2/15/2019,42.8125,42.924999,42.4375,42.605,98507200,41.015778,1
2/19/2019,42.427502,42.860001,42.372501,42.732498,75891200,41.138527,1
2/20/2019,42.797501,43.330002,42.747501,43.0075,104457600,41.403271,1
2/21/2019,42.950001,43.092499,42.575001,42.764999,68998800,41.169819,1
2/22/2019,42.895,43.25,42.845001,43.2425,75652800,41.629501,1
2/25/2019,43.540001,43.967499,43.487499,43.557499,87493600,41.932758,1
2/26/2019,43.427502,43.825001,43.2925,43.5825,68280800,41.956825,1
2/27/2019,43.302502,43.75,43.182499,43.717499,111341600,42.086788,1
2/28/2019,43.580002,43.727501,43.23,43.287498,112861600,41.672825,1
3/1/2019,43.57,43.787498,43.2225,43.7425,103544800,42.110855,1
3/4/2019,43.922501,44.4375,43.4925,43.962502,109744800,42.322659,1
3/5/2019,43.985001,44,43.634998,43.8825,78949600,42.245636,1
3/6/2019,43.6675,43.872501,43.485001,43.630001,83241600,42.002563,1
3/7/2019,43.467499,43.610001,43.005001,43.125,99185600,41.516396,1
3/12/2019,45,45.6675,44.842499,45.227501,129870400,43.540459,1
3/13/2019,45.5625,45.825001,45.23,45.427502,124130000,43.732998,1
3/14/2019,45.974998,46.025002,45.639999,45.932499,94318000,44.219166,1
3/15/2019,46.212502,46.8325,45.935001,46.529999,156171600,44.794376,1
3/18/2019,46.450001,47.0975,46.447498,47.005001,104879200,45.251659,1
3/19/2019,47.087502,47.247501,46.48,46.6325,126585600,44.893055,1
3/20/2019,46.557499,47.372501,46.182499,47.040001,124140800,45.285351,1
3/21/2019,47.505001,49.0825,47.452499,48.772499,204136800,46.953228,1
3/22/2019,48.834999,49.422501,47.695,47.762501,169630800,45.980904,1
3/25/2019,47.877499,47.994999,46.650002,47.185001,175381200,45.424946,1
3/26/2019,47.915001,48.220001,46.145,46.697498,199202000,44.955631,1
3/27/2019,47.1875,47.439999,46.637501,47.1175,119393600,45.359962,1
3/28/2019,47.237499,47.389999,46.8825,47.18,83121600,45.420132,1
3/29/2019,47.4575,47.52,47.134998,47.487499,94256000,45.71616,1
4/1/2019,47.91,47.919998,47.095001,47.810001,111448000,46.026634,1
4/2/2019,47.772499,48.615002,47.762501,48.505001,91062800,46.695721,1
4/3/2019,48.3125,49.125,48.287498,48.837502,93087200,47.015808,1
4/4/2019,48.697498,49.092499,48.285,48.922501,76457200,47.09763,1
4/9/2019,50.080002,50.712502,49.807499,49.875,143072800,48.014595,1
4/10/2019,49.669998,50.185001,49.544998,50.154999,86781200,48.284164,1
4/11/2019,50.212502,50.25,49.610001,49.737499,83603200,47.882229,1
4/12/2019,49.799999,50.035,49.052502,49.717499,111042800,47.862976,1
4/15/2019,49.645,49.962502,49.502499,49.807499,70146400,47.949627,1
4/16/2019,49.865002,50.342499,49.639999,49.8125,102785600,47.954445,1
4/17/2019,49.884998,50.845001,49.6525,50.782501,115627200,48.888264,1
4/18/2019,50.779999,51.037498,50.630001,50.965,96783200,49.06395,1
4/22/2019,50.7075,51.235001,50.584999,51.1325,77758000,49.225197,1
4/23/2019,51.107498,51.9375,50.974998,51.869999,93292000,49.935181,1
4/24/2019,51.84,52.119999,51.762501,51.790001,70162400,49.858181,1
4/25/2019,51.7075,51.939999,51.279999,51.32,74172800,49.405708,1
4/26/2019,51.224998,51.25,50.529999,51.075001,74596400,49.169849,1
4/29/2019,51.099998,51.4925,50.965,51.1525,88818800,49.24445,1
4/30/2019,50.764999,50.849998,49.7775,50.1675,186139600,48.296196,1
5/2/2019,52.459999,53.162498,52.032501,52.287498,127985200,50.33712,1
5/3/2019,52.7225,52.959999,52.557499,52.9375,83569600,50.962868,1
5/6/2019,51.072498,52.209999,50.875,52.119999,129772400,50.175865,1
5/7/2019,51.470001,51.855,50.2075,50.715,155054800,48.823273,1
5/8/2019,50.474998,51.334999,50.4375,50.724998,105358000,48.83289,1
5/9/2019,50.099998,50.419998,49.165001,50.18,139634400,48.308228,1
5/13/2019,46.927502,47.369999,45.712502,46.43,229722400,44.870251,1
5/14/2019,46.602501,47.424999,46.352501,47.165001,146118800,45.580551,1
5/15/2019,46.567501,47.9375,46.505001,47.73,106178800,46.126564,1
5/16/2019,47.477501,48.1175,47.209999,47.52,132125600,45.923626,1
5/17/2019,46.732498,47.724998,46.689999,47.25,131516400,45.662693,0
5/20/2019,45.880001,46.087502,45.07,45.772499,154449200,44.234829,1
5/21/2019,46.305,47,46.174999,46.650002,113459200,45.082848,1
5/22/2019,46.165001,46.427502,45.637501,45.695,118994400,44.159931,1
5/23/2019,44.950001,45.134998,44.452499,44.915001,146118800,43.406132,1
5/24/2019,45.049999,45.535,44.654999,44.7425,94858800,43.239433,1
5/28/2019,44.73,45.147499,44.477501,44.557499,111792800,43.060638,1
5/29/2019,44.105,44.837502,44,44.345001,113924800,42.855289,1
5/30/2019,44.487499,44.807499,44.1675,44.575001,84873600,43.077549,1
5/31/2019,44.057499,44.497501,43.747501,43.767502,108174400,42.297184,0
6/3/2019,43.900002,44.48,42.567501,43.325001,161584400,41.869545,1
6/5/2019,46.07,46.247501,45.285,45.634998,119093600,44.101948,1
6/6/2019,45.77,46.3675,45.537498,46.305,90105200,44.749439,1
6/11/2019,48.715,49,48.400002,48.702499,107731600,47.066395,1
6/12/2019,48.487499,48.9925,48.3475,48.547501,73012800,46.916607,1
6/13/2019,48.674999,49.197498,48.400002,48.537498,86698400,46.906952,1
6/14/2019,47.887501,48.397499,47.575001,48.185001,75046000,46.566284,1
6/17/2019,48.224998,48.740002,48.0425,48.4725,58676400,46.844124,1
6/18/2019,49.012501,50.072498,48.802502,49.612499,106204000,47.945827,0
6/19/2019,49.919998,49.970001,49.327499,49.467499,84496800,47.805695,1
6/20/2019,50.092499,50.1525,49.5075,49.865002,86056000,48.18985,1
6/21/2019,49.700001,50.212502,49.537498,49.695,191202400,48.025555,1
6/24/2019,49.634998,50.040001,49.5425,49.645,72881600,47.977226,1
6/25/2019,49.607498,49.814999,48.822498,48.892502,84281200,47.250019,1
6/26/2019,49.442501,50.247501,49.337502,49.950001,104270000,48.271992,1
6/27/2019,50.072498,50.392502,49.892502,49.935001,83598800,48.257492,1
6/28/2019,49.669998,49.875,49.262501,49.48,124442400,47.81778,1
7/1/2019,50.7925,51.122501,50.162498,50.387501,109012000,48.694794,1
7/2/2019,50.352501,50.782501,50.34,50.682499,67740800,48.979885,1
7/3/2019,50.82,51.110001,50.672501,51.102501,45448000,49.385769,1
7/5/2019,50.837502,51.27,50.724998,51.057499,69062000,49.342285,1
7/8/2019,50.202499,50.349998,49.602501,50.005001,101354400,48.325138,1
7/10/2019,50.462502,50.932499,50.389999,50.807499,71588400,49.100685,1
7/11/2019,50.827499,51.0975,50.427502,50.4375,80767200,48.743111,1
7/15/2019,51.022499,51.467499,51,51.302502,67789600,49.579063,1
7/16/2019,51.147499,51.5275,50.875,51.125,67467200,49.40752,1
7/17/2019,51.012501,51.272499,50.817501,50.837502,56430000,49.129669,1
7/18/2019,51,51.470001,50.924999,51.415001,74162400,49.687771,1
7/19/2019,51.447498,51.625,50.59,50.647499,83717200,48.946056,1
7/22/2019,50.912498,51.807499,50.9025,51.805,89111600,50.064678,1
7/23/2019,52.115002,52.227501,51.822498,52.209999,73420800,50.45607,1
7/24/2019,51.9175,52.287498,51.7925,52.1675,59966400,50.414993,1
7/25/2019,52.2225,52.310001,51.682499,51.755001,55638400,50.016357,1
7/26/2019,51.869999,52.432499,51.785,51.935001,70475600,50.190304,1
7/29/2019,52.115002,52.66,52.110001,52.419998,86693600,50.659012,1
7/30/2019,52.189999,52.540001,51.827499,52.195,135742800,50.441574,1
7/31/2019,54.105,55.342499,52.825001,53.259998,277125600,51.470795,1
8/1/2019,53.474998,54.5075,51.685001,52.107498,216071600,50.35701,1
8/2/2019,51.3825,51.607498,50.407501,51.005001,163448400,49.291561,0
8/5/2019,49.497501,49.662498,48.145,48.334999,209572000,46.711243,1
8/7/2019,48.852501,49.889999,48.455002,49.759998,133457600,48.088364,1
8/8/2019,50.049999,50.8825,49.8475,50.857498,108038000,49.148994,1
8/13/2019,50.255001,53.035,50.119999,52.2425,188874000,50.679302,1
8/14/2019,50.790001,51.610001,50.647499,50.6875,146189600,49.170834,1
8/15/2019,50.865002,51.285,49.9175,50.435001,108909600,48.925884,1
8/16/2019,51.07,51.790001,50.959999,51.625,110481600,50.080284,1
8/19/2019,52.654999,53.182499,52.5075,52.587502,97654400,51.013973,1
8/20/2019,52.720001,53.337502,52.580002,52.59,107537200,51.016399,1
8/21/2019,53.247501,53.412498,52.900002,53.16,86141600,51.569355,1
8/22/2019,53.297501,53.610001,52.6875,53.115002,89014800,51.525692,1
8/23/2019,52.357498,53.012501,50.25,50.66,187272000,49.144154,-1
8/26/2019,51.465,51.797501,51.264999,51.622501,104174400,50.077862,1
8/27/2019,51.965,52.137501,50.8825,51.040001,103493200,49.512779,1
8/28/2019,51.025002,51.43,50.830002,51.3825,63755200,49.845036,1
8/29/2019,52.125,52.330002,51.665001,52.252499,83962000,50.688999,1
8/30/2019,52.540001,52.612499,51.799999,52.185001,84573600,50.623524,1
9/4/2019,52.0975,52.369999,51.830002,52.297501,76752400,50.732655,0
9/5/2019,53,53.4925,52.877499,53.32,95654800,51.724567,1
9/9/2019,53.709999,54.110001,52.767502,53.5425,109237600,51.940399,1
9/10/2019,53.465,54.195,52.927502,54.174999,127111600,52.553974,1
9/12/2019,56.200001,56.605,55.715,55.772499,128906800,54.103683,1
9/13/2019,55,55.197498,54.255001,54.6875,159053200,53.051132,1
9/16/2019,54.432499,55.032501,54.389999,54.974998,84632400,53.33004,1
9/17/2019,54.990002,55.205002,54.779999,55.174999,73274800,53.524052,1
9/18/2019,55.264999,55.712502,54.860001,55.692501,101360000,54.02607,1
9/19/2019,55.502499,55.939999,55.092499,55.240002,88242400,53.587116,1
9/20/2019,55.345001,55.639999,54.3675,54.432499,221652400,52.803772,1
9/23/2019,54.737499,54.959999,54.412498,54.68,76662000,53.043869,1
9/24/2019,55.2575,55.622501,54.297501,54.419998,124763200,52.791641,1
9/25/2019,54.637501,55.375,54.285,55.2575,87613600,53.604088,1
9/26/2019,55,55.235001,54.7075,54.9725,75334000,53.327618,1
9/27/2019,55.134998,55.240002,54.32,54.705002,101408000,53.068115,1
9/30/2019,55.224998,56.145,55.197498,55.9925,103909600,54.317104,1
10/1/2019,56.267502,57.055,56.049999,56.147499,139223200,54.467461,1
10/4/2019,56.41,56.872501,55.9725,56.752499,138478800,55.054348,1
10/7/2019,56.567501,57.482498,56.459999,56.764999,122306000,55.066483,1
10/9/2019,56.7575,56.947498,56.41,56.7575,74770400,55.059204,1
10/10/2019,56.982498,57.610001,56.825001,57.522499,113013600,55.801323,1
10/14/2019,58.724998,59.532501,58.6675,58.967499,96427600,57.203079,1
10/15/2019,59.0975,59.412498,58.720001,58.830002,87360000,57.069695,1
10/16/2019,58.342499,58.810001,58.299999,58.592499,73903200,56.839302,1
10/17/2019,58.772499,59.037498,58.380001,58.82,67585200,57.05999,1
10/18/2019,58.647499,59.395,58.572498,59.102501,97433600,57.334042,1
10/21/2019,59.380001,60.247501,59.330002,60.127499,87247200,58.328373,1
10/22/2019,60.290001,60.549999,59.904999,59.990002,82293600,58.194988,1
10/23/2019,60.525002,60.810001,60.305,60.794998,75828800,58.975899,1
10/24/2019,61.127499,61.200001,60.452499,60.895,69275200,59.072906,1
10/25/2019,60.790001,61.682499,60.720001,61.645,73477200,59.800461,1
10/28/2019,61.855,62.3125,61.68,62.262501,96572800,60.399487,1
10/29/2019,62.2425,62.4375,60.642502,60.822498,142839600,59.002571,1
10/30/2019,61.189999,61.325001,60.302502,60.814999,124522000,58.995296,1
10/31/2019,61.810001,62.2925,59.314999,62.189999,139162000,60.329163,1
11/1/2019,62.384998,63.982498,62.290001,63.955002,151125200,62.041351,1
11/4/2019,64.332497,64.462502,63.845001,64.375,103272000,62.448765,1
11/6/2019,64.192497,64.372498,63.842499,64.309998,75864400,62.385723,1
11/7/2019,64.684998,65.087502,64.527496,64.857498,94940400,63.105736,1
11/11/2019,64.574997,65.6175,64.57,65.550003,81821200,63.779526,1
11/12/2019,65.387497,65.697502,65.230003,65.489998,87388800,63.721146,1
11/13/2019,65.282501,66.195,65.267502,66.1175,102734400,64.331688,1
11/14/2019,65.9375,66.220001,65.525002,65.660004,89182800,63.886566,1
11/15/2019,65.919998,66.445,65.752502,66.440002,100206400,64.645493,1
11/18/2019,66.449997,66.857498,66.057503,66.775002,86703200,64.971428,1
11/19/2019,66.974998,67,66.347504,66.572502,76167200,64.774414,1
11/20/2019,66.385002,66.519997,65.099998,65.797501,106234400,64.020332,1
11/21/2019,65.922501,66.002502,65.294998,65.502502,121395200,63.733311,1
11/22/2019,65.647499,65.794998,65.209999,65.445,65325200,63.677341,1
